candidate_id	semantic_class
numeric-337d4cace2b156d20b7afd05a46f58f7c90bc7adb1e081d3d906b893be7aed0a	declared-finite-contract
numeric-befcc572096d5adf7b5d5f42ea2c86a1cf80afe533850b527f3ec680082cb7fc	declared-finite-contract
numeric-ac55052b38a333cb04555ed8c867cd1628966f70f2c4908a9da25647850f85ac	declared-finite-contract
numeric-bd45121ce8bddea5e5d1d2a8c68b8576e4647e11cbe2658883910b6d8618a1aa	declared-finite-contract
numeric-9ce846a60c596e8cd9d14110b0909ed0dff0e979b029ea4e389616f594b318f8	declared-finite-contract
numeric-5060e8e55e7e569012f3a2f09e72946f6b39d280caf2dcf657b5fc4ffa8a0011	declared-finite-contract
numeric-8ae827684f8d3c271bb8068d7b81a7712a0b96273b7cd17eac273eefe753bd6a	declared-finite-contract
numeric-11be0b483c8bba02291a8ea5ca74b3c0cab6e0e6d7cb50a557bdcbfa93d291bf	declared-finite-contract
numeric-663f5dfa04ba62b2934442aa2e852a50bc70e2882557af9c6c3c95622275e009	structural-multiplicity
numeric-a9684b6822a8581cdc0f0600397256efd6757006b356018c72066a87554e05ea	declared-finite-contract
numeric-d16d6a2eeb39ba9460cdee42ec2c8f1dfb3318c0ed0302a589b66bfe67047aa0	declared-finite-contract
numeric-8aa4235cb782df4f0c216eed3cc239b538499571d21f4301f8fbf47e8ec2220f	declared-finite-contract
numeric-85d074ee783990157f464a7acd6e12d33f20cd979d4207395540174d8406d046	structural-multiplicity
numeric-b9308a0429431522ee22b720da4534d4986628a157f644071d13362d1fb23f9e	declared-finite-contract
numeric-aed82d785713001d3ae14ba0f4bfe731fad85c66d24e9db78aa64d5b48d47243	declared-finite-contract
numeric-591b55cbc1e6e7d0b0494d7ce78f97a6ca174912718e2ffbee647531fb9d7526	declared-finite-contract
numeric-8d9a0316ddb441130f67f08f11ddb170dce986b3a13f4d6bed5f49bb5cda78d5	declared-finite-contract
numeric-83e1b0ec0420a3f4f841f3c08861d6601f90debaed1804c0a9eac3e9a13f591c	declared-finite-contract
numeric-784602ee54dbd37e0c5c35fc4079fc9ee6ce3ec306b8e3f258043b6ef6e04118	declared-finite-contract
numeric-19fdadbf5b3e16d78b1ece17b056238bc352ab1ba9cb84c6026303155406f98f	structural-multiplicity
numeric-875bdeac54201fdeeaec83d1d2c253b8758c498657d654f73443fc66ec3f8157	declared-finite-contract
numeric-2e7dc98dbdd17fa909bc243a92b5926d23c276f55eaaea5f1ffea7c3f4636cf3	declared-finite-contract
numeric-51d6b92fd949f8f44ea824f9a01dea955f924fa906e66aaa564adbc6d3156b15	declared-finite-contract
numeric-af15656ecf6a83266d9bbbab8f4a4bb08fcc000d9b9b4755a8bd7fd0bb29f6e0	structural-multiplicity
numeric-4aa8b078dc24bc3e7b3b1c90399d60361ef6f35e54bb284123ea4c63d7253182	declared-finite-contract
numeric-dabfadd306f247a80bd9b72ff64f54e5041d224b2fa5baae156318be17a48b40	declared-finite-contract
numeric-2134a354ff464d5f7a1e6ffc343b31003d96630d380062aded09813c064929bd	declared-finite-contract
numeric-4d2ce2f6c22eca94e69738cd088d0032aabc05e6879b42d9dd47a3ce1bc15270	declared-finite-contract
numeric-54851b0ad679dd7cc63ffaf6b89577a092bf7d1f4a5f4be37973946441bb9236	declared-finite-contract
numeric-0b2f00b2e76a6907cb34b31f798c30323cdc6a14099b70b7c0ea750d878cbd66	structural-multiplicity
numeric-54ad9fd4da60f903d7ffc7c0b254622511e0e54422e6ece5b9c3ed06f674f293	declared-finite-contract
numeric-5e356f0644112e914c95a6f46b91db7fe53d8a6db731bf99da77250ad95fd31d	declared-finite-contract
numeric-6cd0a1af27a9de0ffc2392d9eaaeb16a252191b690c3f48d46fb3805dde26c1d	declared-finite-contract
numeric-3ac165f5dcb6b7496e7aa0e914664b05779183a1f53974e042b37a14f17ef91e	structural-multiplicity
numeric-bb1d6706f460abb72d7c5bac1b8ba1093642af20180dcc368bd29317c196dcaf	declared-finite-contract
numeric-32590311584ddf198599099e4ce238e89cd3a417dc146043f8e3f7af562559f7	declared-finite-contract
numeric-cd15b25ab5bc0be3acdc306df13ecf84caa0ea9d96d0821e3a1220b9737ed61b	declared-finite-contract
numeric-169dbb6797b1eb9a32d0530bca46d46d6eecc7693ee4508002a7712fef96d3bb	declared-finite-contract
numeric-19fd130d08ff14bfc08f3c2a5245cce02676cfdc51000dcfaf499fa13cd281aa	declared-finite-contract
numeric-8ba3ccc0bc60b7333077252bc8b3fefba5a5eaad32e61892cf8f4d058bce1d2e	declared-finite-contract
numeric-90343b4d98963470cd4f9350a255d1bdbe2bdcd414fc6e4a336381f04f21df97	declared-finite-contract
numeric-08762644fc751b0589fa396e85932335fa60d7cbc55c48331d4182bd303e0fed	structural-multiplicity
numeric-0d12768fd187d5f4488a09b982bf36dd3429e7aaeaf8b11ade49223a841beb8b	declared-finite-contract
numeric-c12db44d7c0e829609965d94995708b9e9395f078e425345c2dffe92becdf7b6	declared-finite-contract
numeric-31897e3e61c48480ee2f8d681bfaf81708413ccc816c2e8cae3d72e14d9d3b02	declared-finite-contract
numeric-9d57890b500ec395b9763209c5092d331d41fcd2bfee3e59ce4f826d8b2bde64	structural-multiplicity
numeric-b4a7174db1310b835b1258460aae401ab124bb6eaa90db804e042fc67b6d7086	declared-finite-contract
numeric-3807cdbdf17912350422d5406ebc52a89f3c82d30724034d7205cf2de65ede24	declared-finite-contract
numeric-d70e68fcc2345aad70eacd49a810b32762cd57b6a33b1a78e0461198c6eb1d27	declared-finite-contract
numeric-e2a56650ea9ac82d2d98b49bf46edfcde775b824f4c9c1c8862ec010c253cbd2	declared-finite-contract
numeric-1dbff8d4a200649fcb97a08926d7d736e03793d196db29b07d83bc17d603c2b1	declared-finite-contract
numeric-e628465bfdaba537ef7385edaaf5d8cf75fd08b133c91af32b6e61e20b7ac407	structural-multiplicity
numeric-7a3e66ee966e5a4be8ae4c83a6ff41b30f8597c6f220e3543ca289ee83497b42	declared-finite-contract
numeric-88a37782e8ab406beef2d7437df218716554a5b3e89722c1e4e83fd9df544e5d	declared-finite-contract
numeric-b199d0668dda84829f3afe61405c1a7689441685b90881b74e222aee6f5d2c4b	declared-finite-contract
numeric-3702a4f08b311fbf52d30a786ae7166fe11a878caebdff4e279ff5912479bd69	structural-multiplicity
numeric-a65a3278fe37c9916f3b2344515243ef863e4bcf08f99913d34f4f6a486c8f6a	declared-finite-contract
numeric-48d8bbe94d1337f3e60823a100274013edaf0481f87ae0592727bd17c522ec8d	declared-finite-contract
numeric-1084f3b1e8c5ee371495729603f6287dca3cf2b6e1d300a618e5cd194b8a7ba5	declared-finite-contract
numeric-a50fd04f62920c65dd552786125c6f331b94cf5afc71a31ded328e759252022e	declared-finite-contract
numeric-7984831f635f46cbb6dca6b69d4e40ba6f1de1d90e15c09383a919f1f975bc11	structural-multiplicity
numeric-3985480a373374d7f9d458a7bf0755c2ac8c4dab1ebd7ccd67a397b57f322f24	declared-finite-contract
numeric-8a41f00aedfca1348030389c991e869326061ba4406bc863ad609807f18c1c54	declared-finite-contract
numeric-de5bc063ab3f4cf2809acf578502ff3508353ce000bbbf1448b2c47cd29f5710	declared-finite-contract
numeric-b4a7aff4a46b05ccea2b9e5eddf15fbf4d3a6e10e2c7423ead59bf0e8a557dea	declared-finite-contract
numeric-44049f33527e50e8b2198ecb1c7873c54495fdbf90e251991b0489357583a8cb	declared-finite-contract
numeric-9c510d5fd37cf222bd9987fa1aaf42fd71848806953e934cd0a25b432e80e548	declared-finite-contract
numeric-5c790f47c86be9f6585fcb3d62d6426d2e76d75dd6f7bb38edee62acc5b8582e	structural-multiplicity
numeric-89dc7a0303c4049daff35dc911c5b56798895e33e7d5753c70791c6a2ac56be4	declared-finite-contract
numeric-3539e60191299e2f49417143a5864b7a1d2949bac027aa1f24004f563bf7cf74	declared-finite-contract
numeric-cce52be27f33dc9c75e9633915741806875a6af0dfcc3e513143711b0af3094a	declared-finite-contract
numeric-0dfeadbdffaf621ad2caa3311735aa3edf468408c3f4fdffb3a1e14a4d4d74b4	declared-finite-contract
numeric-e9da913c339106f0c82f84e9d2231f3d89eb5e46adc20fcd24bf96b68eff1b59	declared-finite-contract
numeric-8e58f02d02ba450da670fc7c416b262363546f3ac86ce83cc44c31361a8e8722	structural-multiplicity
numeric-440c674e7b45e317ae59d22d19337d1b894b2084b1b16c9a5afdf0f1015b9ae4	declared-finite-contract
numeric-6d3a65edeb4467106719f673d1f129a2c0e5515f544d12212b4fa045a12b6873	declared-finite-contract
numeric-8c4918fefb4f1dcf1afab40b1dcb025668d25e9026ad557d3457d748c4c9bac7	declared-finite-contract
numeric-8eafd6cc10632fe4a3aec859fc126570ffed5ca7e176266f6a1e2ddbae1e2441	structural-multiplicity
numeric-717869551960913f64bf379e87239f475b643ecb8db8a7e72a74e0fd68ce1014	declared-finite-contract
numeric-90f7d508704549ab238305ba85c0ac3b4e24123381fbb7311f362f5b96cb4939	declared-finite-contract
numeric-129f5e78ff24f1260e2785c65e38cdd044047b6afd062a79e8e141b6224700a6	declared-finite-contract
numeric-3310b11cb6f47537bb8772dcd7321e3fe612ac21ad0a07520e9803cf29c46b3e	declared-finite-contract
numeric-80a4c3c15f3d877a55ec3c62c7fba7ea657bfec001781c04a3142b2f05fd9210	declared-finite-contract
numeric-9de0245984f2db0dce7d0b2f75ecc3fe8d400ff639dff03817bd3492933a1b82	declared-finite-contract
numeric-c75f825c3f9ef765d9001a0920be8b5c3c7fcd356f1f7b0265ae96aa88e66a87	structural-multiplicity
numeric-133871e9d2c14ded5cd2a8f7183840186847be7d58c15b88d36cae6359ba03ed	declared-finite-contract
numeric-acbba572a862e6a98f96c0069e50f4c1c95de95493ae40951e64f02092f78e0a	declared-finite-contract
numeric-4d38d5f15fc304fa12452cc0799312f323fda224ac10c7e3f6ce52762627b34d	declared-finite-contract
numeric-c8ea896d386c11fe59f84b8be61489e98d089be1ae4ad03f5b65697fedf12ab2	structural-multiplicity
numeric-5cb08ab2923ce846dd1bef015c3d9c4c84ca8fda85bf8ae9e79724defe6a3f49	declared-finite-contract
numeric-be78b8d4539c7338b8a66409478daf40deefdbad91dc91f5aa06ca6cda75c3e7	structural-multiplicity
numeric-0c544ffceabb1775ab6df84b66650a5eecad0076a31febfdc6287e7572a3984d	declared-finite-contract
numeric-d4b7f145e3593e2d50cc3127b28205db7af9eb5c62e860da7bfd9ea00b693862	structural-multiplicity
numeric-9ac99b25c4e09789b384923eceed51f7be2a24529514183509fe59ec766c4e2f	declared-finite-contract
numeric-4c5cbfb91399e7a1cbe7c455e97d2813598ab67fdca3db319d4746476825f95a	structural-multiplicity
numeric-adbe62aa79c117fb5582356c8933f9ae13e57bb59f06dea506965de0e7346903	declared-finite-contract
numeric-087994e02af31085c41db2882e3a9c722fa72f6236f79e8de4e4b8eef5504233	declared-finite-contract
numeric-877fcea1b16cdb6b5c670c561f72c1f2b3045eba03e7187795ed6d78189f04b7	declared-finite-contract
numeric-dd0f91114b09b90f5a04cbf97d1f8861248eb9290f060d7f36a9f6522d264d2a	declared-finite-contract
numeric-f62b35e5a901342503c8aa1096c29095107208281a30c9ed17e6554b6a6ccd7b	declared-finite-contract
numeric-0d4e4504c33ae0fd2cd3b82134707fd9196c41d6ab7ead78f1d30757aed984f5	declared-finite-contract
numeric-8502d444c14cafe0bdbdae4334b4148c6abf9227c33751ae5c3411f7ce01f9cb	structural-multiplicity
numeric-77fd47b59945310951080ce4b4eef78cbfdba9719fabc42d32e2b001c49f6048	declared-finite-contract
numeric-7e1fbd883faa18c0659e1ae2239df584db1721485669da14fe8ec8b40c15b48c	declared-finite-contract
numeric-6195a0007c5b44f20f71215602313b582055ca1057982664c5c758d66e88ed30	declared-finite-contract
numeric-37dcb28e09e6c9bd009dfe4a51573e4783a71abd5b43f65f30e8cf97fbc873dd	structural-multiplicity
numeric-9a08e76e4bcc652961410f6a2e1ef2bae0acd747ec1bf3c6bebf1fd24b121a3f	structural-multiplicity
numeric-384aca665ddd83818de1274d1a18c052b3bcc750029a82ec24855d8349b1dd16	declared-finite-contract
numeric-afbc5eab092674730dac26aa9f83a549ef0467ebb4ae88b6eb59c00647de5c4f	structural-multiplicity
numeric-f0f85592f771b9966c6cbd2f1ccc081d9853b1c3f73908c94cb109cc8b41f573	declared-finite-contract
numeric-5dea4dde3b2a025b78e2bb4b63144b5686ea1fe3c7c109c524f2636e143b00ab	declared-finite-contract
numeric-1456cc04182adaeb1d38c26a5b8c0bed126a1feac8f93c0fa7da7b47c3231f09	structural-multiplicity
numeric-4feb186c1977dbe25dd4a590d2cc52b8f476c4a44e0f8cd8ce5aa02bfa5c0cfb	declared-finite-contract
numeric-86fe768cbc0971c88c722d810b570a2ba5b9434cdb483ee532f18f0cf511b2de	structural-multiplicity
numeric-4dd6d5d9f6104d2ba3c8f301af5d8955add302b2033a5897a46000e60d694419	declared-finite-contract
numeric-0c83bc6feb900bd00c60ad143611a8c4ad50d9ba2f1306144208428513b05e26	structural-multiplicity
numeric-76a2f01a16dabf5b801824ac422c569e0fc7092cda2122ccf137f5f3c90a9336	declared-finite-contract
numeric-60eb2c471e84c173171a0980f7c3acb833695c760de7cf1879b5326a5a114b33	declared-finite-contract
numeric-a3ded85d7858d0d2cbb128403afe614d2a7d335eca4b4258cadb0d1a86d3d6d4	structural-multiplicity
numeric-45cbc291cc272d5182d4c113ef88c2918a149326811287caf5010b92ef4ed894	declared-finite-contract
numeric-7bbd2a8f41a91dcd95a6eca6199dbf61f84efcc28ffa8a7eb5432140998ec540	declared-finite-contract
numeric-63e0acba71e2589f8aba58710670d92f069b0ae7a766bf2911d6527ab8df69ea	declared-finite-contract
numeric-57f097f1cf27e1c70d4479e96997eba180fdf8525904e8f6a47a19534a6e518b	declared-finite-contract
numeric-a639958750c7f41da7330816ca4020defff0bc008b684796065b5f2289892cbe	declared-finite-contract
numeric-3ed8abce2f4f6ba4a7c641b6a7110f8ec0b3d1b741810904a2a198f739018e5d	declared-finite-contract
numeric-93e9c1f72a9077fc8fd29ecc3679c47bff61e5af654718531a7024fade2728ba	declared-finite-contract
numeric-4e6815a4d0c095ae15d33c98abab7778124dafca0ffa0acebf4d93b3d1af5b4a	declared-finite-contract
numeric-8856835fc8843c5664477e912f09d12b4171520a9b6531c2e61ee87a3a961133	declared-finite-contract
numeric-07fcce7294a0dd6b91ab58479e26140adf78fabd16ad168c27fd6f17e127ddab	structural-multiplicity
numeric-8ccfd99e661bb846b9cce4995f27bea14711dbd5654113788019142883feefe9	declared-finite-contract
numeric-4937c703a82324ef4d2a5236f6b3365f684a5f7e576db903046133f4c0094502	declared-finite-contract
numeric-180adcacf1f18d1ba27206143f913a17262c00e37b8c6004858f80853e6d2339	declared-finite-contract
numeric-38d30b426ad7a383ad3edf73fb4423affe6eb61c0ef4c7e52abc2d5170494413	declared-finite-contract
numeric-66dae31026d5cfff002e9b1537ff181e8e74ce9dd3b2a778d9aec5ca2a938735	structural-multiplicity
numeric-3a7f69094bd905bdded5eb45b00965d0991f97eb47bb6f53a52600dd7133abde	declared-finite-contract
numeric-01ee5781918dc94c3c79dc223a5e4fcc197cf0c929416e134578715166e0671b	declared-finite-contract
numeric-2a3959aecc99eedf360aab4933fbe0c71f2de62e51db0543b6a863bcb576b744	declared-finite-contract
numeric-5838a3ca023723edfe948eafbc7610bae60ae51178cbe76931afbfa955c163f2	structural-multiplicity
numeric-7dbb39ce24666dc18a2e5545213bb97cdfca6441c574dd2d1b8db485ffea808d	declared-finite-contract
numeric-3d09a45b54b706fc6d58681bbbc44e2e1e656be78a64d262700e14db030a5a77	structural-multiplicity
numeric-a6c51f29a6ac6cffd5c03cc6a9b12fd2897cd8b05e32b50bf873c04598bf3a4d	declared-finite-contract
numeric-7b84bf68ce132503a911ddf0ab2bb01f3959a86d473ff5a1cd1ff65deb39ff54	structural-multiplicity
numeric-8cca62cfb1b4a30ffb94c7d58b1d902b6762171ebc28905e699eb84e22cc9e89	declared-finite-contract
numeric-9da00a39bb62e959224df9507d9e25b00c1367303384eab892449f7e2b92ddab	declared-finite-contract
numeric-3ad163315fc29eedaea7b7e71117631d58a30e2f792d0c67239152bde4ade207	declared-finite-contract
numeric-72b3ae36bf2a5d880660da56c9b9d16ecb4ff2c5d7d320b0514c7a04613f39a5	declared-finite-contract
numeric-5a4033594cb8828c961512fd49c8f13e118de1e07b0d42ef9843de2ed1f8abb3	declared-finite-contract
numeric-6abf8677cbdf40cc68cc1d069b82c200ad080158b14193ad3ade7f78d1b91d9b	declared-finite-contract
numeric-0386692a698c889fa6d200a266e3fac09344ae84dcf52e7f0cfc6b71237abdbf	declared-finite-contract
numeric-8f6c299996450988bd99e49de1c486671bfd53287b98e77f5312ed4d2f6150a7	structural-multiplicity
numeric-5bc208527da56a3282eaed28b4f0f2160c3f28101a6ebb4a6251c4801d5ec2a1	declared-finite-contract
numeric-7b40b7e5b60309a8cd796e8ae5ffac1c083fc315e230fb526e4309f2a877c010	declared-finite-contract
numeric-700689f542f9f836df0704de6440bdf19b5c51acb1af0e29e8ef28a63458b47c	declared-finite-contract
numeric-b51d36848885dac0bd2d1cd73719d1b77c0b0908de5b08dfa1e1197d287c019e	declared-finite-contract
numeric-677f635701a53f1be19441de949d5ae61c2c88204dffc273a82d2a0c9ad2ef6a	declared-finite-contract
numeric-b9109dc5351ff1bd11794d8f14e14ca9beaa983aa5745049487e037cc88990e6	declared-finite-contract
numeric-92beba010f424370d740c8cc09fc826873f63b7493630707c11228e85836ff68	declared-finite-contract
numeric-6e00e64f86bd7cc29a429757f3f6e3ceb7b08c5c2b9ff8de0879d32bc2d9a5e8	declared-finite-contract
numeric-5bd7939a87682141162ce930cdec83271a541f974c593285d18b13734138b7e9	declared-finite-contract
numeric-b9ccd8cfc168f5c86d812379b346a566a9a21491f646b2375f9f18b382cf4429	declared-finite-contract
numeric-afb21b597999023f2c94b9a6f549eb13706870dd4049272aca8588e81f3aca87	declared-finite-contract
numeric-3ab5fd1d47722879fea27643e60e38c1fed87906fcb85bb6678f75a1f3b73b7e	structural-multiplicity
numeric-0183d6d9c54df501da2ba80e4ee16b6e89a295d0ef419a91ca3eeb4e601461c6	declared-finite-contract
numeric-dfc2df059550ccd42f0576fb0214e9b705cf4f56d11bf0b1656849677b9eb526	structural-multiplicity
numeric-c38a033e957d1529350dd5367b2d38c47a46876739a77f89a9b436a257f9295d	declared-finite-contract
numeric-e3ee892b3836e7d8165fccc0be87a2cfa5a5bfe91532233c3edecb5bbd3c21e7	structural-multiplicity
numeric-4aaf5eb9fb4b13a9ce150de4f55e0743810e6c399e7b6caa12993bf87a5c156a	declared-finite-contract
numeric-d23b6f4cf6675dbf3c92775815ac58335563533ed38e3f17e07d2bbaad60c8c0	declared-finite-contract
numeric-a064e6e024805f7d6748795892f359f234643b4adf8fa334bf33bdc5a057868a	declared-finite-contract
numeric-24cca939b37a17b18f263d6036ee222f8e0aea0fc9da5e45154d104d86c5e359	declared-finite-contract
numeric-4235ff52eabcd580a40d183475060afdedc68b8a8d9bab6ef1a4cfae697e6977	declared-finite-contract
numeric-a57481299d9ecd398a10dedb4291f02d681d49f72d61da09a34c2c5ecc3edeb2	declared-finite-contract
numeric-7766b7ec3774fafadf3cd59ca8c700dc452a21c5aaff4c9cf9eb3fdf03641787	declared-finite-contract
numeric-7ecf39ef1f9270c093bc81934e49a201f4fb007866ab7f117c179343ed5e2758	structural-multiplicity
numeric-5947887dd875ca2e83d19bfaa5e87445d8aa5c25e271714e38a3e5d3365a87be	declared-finite-contract
numeric-479ea2021220eacfc6dd6697ec422cdfc7be1a8134289f834c69cc309279b53d	declared-finite-contract
numeric-74fd7ef8617b2841d6c022fd19a32f05b7d784526cc3e92774d7d64c7771a17f	declared-finite-contract
numeric-d6a22565d59e707ce8d5fefd0a370b458dd1d9077b999cc1d34cd5a15ac44662	declared-finite-contract
numeric-f63f3096f5eb17c8e3ade5f649039e6f9481a27203ae63e6c85102e3ba12c45c	declared-finite-contract
numeric-937f18d31d54d839513cbe8491dc92002fe82f1c466b320c3e25f369b7c4d1f1	declared-finite-contract
numeric-c3f21f1c216bda17eb73d2953a981723fe267d84b48aae7b3f4a87a79fe8e3fe	declared-finite-contract
numeric-bfcb325ed5815d496d2a82073ac6cc808a27ea53c02b322ca42a05d3647bb775	declared-finite-contract
numeric-d5da0abbff08a50fadc8a2ed6b87ff0f3140913241560b61142f4acd682a5a6e	structural-multiplicity
numeric-9f08b0cd6e49ef397203576ee4ba947ad2ff2e30dee16f6efe9600475c1165e7	declared-finite-contract
numeric-be47566d49c5647b85bc3d041326966bb94c783cccfacd13ff4842d9c766cb6c	declared-finite-contract
numeric-831ff67527689037a1e50f97e54d489f6da0f9100cda87be937b7bbd396f9140	declared-finite-contract
numeric-49902b786bd9afc0d9383dc69ef45d0ba2307ff597a5128e37c3fd46ef39321d	declared-finite-contract
numeric-2f0228b01bfaccf69b4be422f09af804f3eadeb6da9d42cd24967ea18061a3cf	declared-finite-contract
numeric-e60e888f0ff5e34d404358e80942f0553411bbb07e43077ca8ad04f5d49d4717	declared-finite-contract
numeric-745a4090e0a58a1bdf6c8c1499b10bf8391d9504bdf2a50f272b73bd53a7ce17	declared-finite-contract
numeric-e60d69639436a029db4eb40531bb1578bf8a8e213910a71855b5e7a804be3a47	declared-finite-contract
numeric-7eee129766c4c8bf4ddf5a2ca2250af351bcca79375a3940a18aa65ae3656bd5	declared-finite-contract
numeric-990e8672521a1598c8dca7856569bf200a841ca54fe8347d3b2284130b0c648e	structural-multiplicity
numeric-44eb2668cb428cb10fa108f543be0e6d0fd5166a6f74e56b0149780938af1276	declared-finite-contract
numeric-216bfb7feda506e70dd9b3714c109c27b31958d087f75bf01eb6575e73927fe4	structural-multiplicity
numeric-46cefda4fe0caccb5f19250f44e4353c71c2d7c332e9702bc4fd38f8d9828dca	declared-finite-contract
numeric-173f1386cfca6379536c8889c211ebac252ea49d544ead09179f01b6b00591cf	structural-multiplicity
numeric-7d107bb3a65342d3eb7205266ad7a19e83c7978b27cc173e31eb1e8ad7d0111c	declared-finite-contract
numeric-132608805a3e8a689ddaa692cc3d306b9e54efe3bdc7d3c6e542de2720792a82	declared-finite-contract
numeric-3dd6744b9819f1b4dd05863a65dd84f691cec86e199387071f6e8e7ca4d78517	declared-finite-contract
numeric-5daf96d66d64055c77e7567891725d8cd194729f0068cebd98c821b2e8020f9e	declared-finite-contract
numeric-bb0de48b7535e89cede6ec6f5ca8da3bd4e304516ab4b4b5fe6e524e30887849	declared-finite-contract
numeric-8e4df14b20d522950083ea7aa1c820bae25f011021dd56cf574663815fb963ae	declared-finite-contract
numeric-127f29f030d044f481842547572560cf20d4d7389e7209f8f669e808094728fa	declared-finite-contract
numeric-bb601bc372453cb96344753acacf836587708a40d851e4304e0a38bee5792e81	structural-multiplicity
numeric-270a7dcd8476d12f87cda195d18af5231de1339ce0bb8f4df53adc160c0d47f7	declared-finite-contract
numeric-f4abd3d491676badc3ed2630046756e78d31367ac82a5aa145b2d53e2bc8cc32	declared-finite-contract
numeric-ae9349e23bbb3badaad0a3157da6488b04a3f897e5dceb5e80d4b2c4b6ae9474	declared-finite-contract
numeric-c79eb58d8801d6bc39a937de52f76c7d7e47adbf553d78ae6402edcf941e5bab	structural-multiplicity
numeric-752d6b31485e2bf392770c8f38a647f7da5c7e518d83b2547d0c69279c8f390b	declared-finite-contract
numeric-5722791d2694455138fda29ff299f49ba3239d30dc46e6b3bad5a2cd1db9bd84	declared-finite-contract
numeric-b484ab9147065208500f8b1c0b90bcfe3611ae73331bdd0a51f227e8c4842f2a	declared-finite-contract
numeric-f255aa7a143b480092f1db631f0ce206df4b75bd8dfe4a36b2195ea0fdcca785	declared-finite-contract
numeric-24ef4d473362659686b4df91de548281e3340fcf5e53ccfbf647d51498999217	declared-finite-contract
numeric-494ebcacc186201042055a745e9a31019046208dfcea6874604f545f47259e5d	declared-finite-contract
numeric-77438fc12eb1cad21a0d1e13198b62d81bb787f9c08f84c70825116182f8293a	declared-finite-contract
numeric-9056864c7d22596d683eddebd98cfa1e3229c8360ea50cf02a4eca619b6e02bd	structural-multiplicity
numeric-7f533ee2a7b7ede2b8671a49479bf504463d3bbc107a9c8c0deb35f2d72cb9b0	declared-finite-contract
numeric-13b8f059f269d0dcd6f4af404c9eefb546d16e93b79a24740c2c63a4e77d2b61	declared-finite-contract
numeric-0c7ecbf63c46bf641c4e6ead447e63149f0f3278ad54176fd3fd788711e22256	declared-finite-contract
numeric-73630501546306a5b58d29add629adbbbc6a55f562da55cf3e7655403ca60f10	declared-finite-contract
numeric-29ac4538e18753f229b31ae3aedf12b1e7b800fdc3c07c567eda85d16350b2c0	declared-finite-contract
numeric-63a3ff17ca95e44ab3bef15cf02fd765220c635ce0544c2c7e52673cc35b9f49	structural-multiplicity
numeric-3d57507b5d4c5764b04826a8dff5556d796cbb5e04a4d10729d49ad5cec24896	declared-finite-contract
numeric-3cfe35d9c555857c5b79f47a8e4535f58792e8ae842a88d2426a7267a57a0133	declared-finite-contract
numeric-3f62df31ed180b33a7cd8a7ab81bcd5f8da235134effaff85a23e23c0bd3d87a	declared-finite-contract
numeric-60298856528126bae9bdb0e5c00c4209f063463af9fd16fcc74390d793aca1b4	declared-finite-contract
numeric-75c40182db5c20a4b413e52dbe70f9fcc519352c77b0c0d3d0c9f9923111a08f	declared-finite-contract
numeric-27786228d591bd95f9dc2ccbce64fc617d2b6ea5006b371eb89bf9148af39323	structural-multiplicity
numeric-350095286527921ed06b2a315e4de3b0adcb32bb03b04b14d8952a62968ec314	structural-multiplicity
numeric-e892522413e4b9d61578463f913c57d432b9077e4b44f147ff06b260031f95fa	historical-snapshot
numeric-fbb9713de212f85a1af8dbf4f5b107a9602a68afb0ca2addfb5a3e2f44a74e3c	declared-finite-contract
numeric-61b78be92b0f244b22f32edc7f238f065d93bb9b2240641f0d53f38879a2d2be	declared-finite-contract
numeric-840f8051ff9c99106bfbda25943f7cbf5bb44d2a8c4c9a78abae662a97e6499d	declared-finite-contract
numeric-4d2ce17d34d2a507a50b4c656b161642c793bb34d2787161e3e6fc20d8d72b2b	declared-finite-contract
numeric-641aaac54b4307cdc9c16ae64bb146cd5969e6ff6ffb04a0913affdf1faf59f8	declared-finite-contract
numeric-a6a84d753b01c5e8bbaf0eb62954752f37ea303fd6058592f47392ff63c44812	structural-multiplicity
numeric-dd3868b16d6b0aa833dd2e407e0d7afc7ebde9fb6ae6ddb491803ca66603b74b	structural-multiplicity
numeric-23bf6d1990009180792d650464b28021fb6f9c9094c45e50ea91b5e98adad532	historical-snapshot
numeric-26e5e89e0ecd91543fa71f0c9bf33347947e428c3faf4778fccf687be2c95e23	declared-finite-contract
numeric-5edbabcfbcd05e9d66a679636600fe5a9dfd5e37785b7752ab826d922fcd960a	declared-finite-contract
numeric-d010b67497d43f3d8ebccbe6cb6a1c0907d92c86e2c2f17d246fc486b4494d49	declared-finite-contract
numeric-b3fd1b2d55d8659d31cbe49a71e24539ecbeb498bdcc34571bcc6ce59f0f3c05	declared-finite-contract
numeric-2cd12d51e02804eb0e5eed28a5aa6df0d18181c0232baa7afe24b26150a1927c	declared-finite-contract
numeric-3717a2229131b7aa16ad345c06faa6dc794e21e60b0d05149f00c1570ed01c95	declared-finite-contract
numeric-83f10c090ff11b8f16ccfba77c209055a90d552d399e4ec5fe1b667f3ecef1be	structural-multiplicity
numeric-c2cf8eb4d65faee97c5950d08cde20dc32bca13bb4c67c505d2f47a1a889c589	historical-snapshot
numeric-b52f5df347f1e73fd39401cf60c32eb7635317be59cbe58af711770c00127f4c	declared-finite-contract
numeric-55d73e9ec5a577dce01ae6c713a714eaf07e7afe29bef8ede9ad99f6ac9f8dcb	declared-finite-contract
