source_branch	source_tip	source_commit	source_subject	patch_id	mapping_state	accepted_commit	accepted_subject	subject_relation	integration_mode	verification_result	accepted_candidate_count	parent_count
codex/m7-planning-consolidation	3859f739e8e0de99adf8f5d49ca7bea0ec8e794f	3859f739e8e0de99adf8f5d49ca7bea0ec8e794f	docs(planning): close legacy migration	ee7fd18802be83e96082412ca53b83179fe4154e	unique-replacement	4f578fc847a62fdc88c514146398e11bfb8741e3	docs(planning): close legacy migration	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-release-binding-generation-procedures	7ab550f8d1bdd3a03965fc741ac8e3c56c635431	7ab550f8d1bdd3a03965fc741ac8e3c56c635431	docs(release): govern binding generation procedures	a2da3be976aee34847d653bf6d73b7b1d57c6a03	unique-replacement	7f68a4dfb38b4d4e4ca89d198521b350b6b3a0ad	docs(release): govern binding generation procedures	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-release-build-procedure	10499ac2fc87a4b790230274241cc29951befb4b	10499ac2fc87a4b790230274241cc29951befb4b	docs(release): derive launcher build procedure	bdd5ab140e2ef2915bafb0c80db32ee8da711532	unique-replacement	d8048d4a6a3a5063692eb0bc0f7fa5ed6db66167	docs(release): derive launcher build procedure	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-resilience-errors	a23015604797161d60821f9d9ad95daa48c465bf	a23015604797161d60821f9d9ad95daa48c465bf	docs(resilience): govern failure boundaries	454b15aba7a1cf126ac65d9045b8a4288cdca808	unique-replacement	759eb7349e9f3c2d461eef049a88a32b5488e9f6	docs(resilience): govern failure boundaries	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-resilience-owner-contract	4d631a910e219dc19c3468cf884a36eb9aad28bc	4d631a910e219dc19c3468cf884a36eb9aad28bc	docs(resilience): establish failure recovery owner	648cd5207c0d7bc56ed6714014af5224ab0b91ad	unique-replacement	b7125f627ced7be9218c2b83af5457f888d057d5	docs(resilience): establish failure recovery owner	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-resilience-population	90a44ea88e6b576723ec8af7917d2969e7e9b070	90a44ea88e6b576723ec8af7917d2969e7e9b070	docs(resilience): govern dependency recovery outcomes	69ee369e06973f5e6622f43b8084f6c84d8206dc	unique-replacement	0929433dd5d2251bc14018f46ee50f1b886b0a72	docs(resilience): govern dependency recovery outcomes	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-row15-decomposition	159b8f780527ccb69c38d8ca83905d40c07528ca	159b8f780527ccb69c38d8ca83905d40c07528ca	docs(migration): decompose coding standards row	a5192a4645fb32126d5ddcec301f5d7366bb3358	unique-replacement	36b1140648fb7e20b237d0a66311458cb5213226	docs(migration): decompose coding standards row	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-row5-decomposition	759d836dc4eeb334b956b40a9da2ba6655ff77ed	759d836dc4eeb334b956b40a9da2ba6655ff77ed	docs(planning): decompose Rust binding row	36dabb9e1d15e03634e37a24b671d4faa45ac738	unique-replacement	89150ea92f918d85e838493035802dcf1c08f23c	docs(planning): decompose Rust binding row	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-row7-decomposition	875b104ef9cafa22abf5996cc9720b51c9c3394f	875b104ef9cafa22abf5996cc9720b51c9c3394f	docs(planning): decompose Rust binding row	eda89509269c9398a9064752513a0809e70b444c	unique-replacement	2c297f988e457cdd76d6a4a26580fd03a7237811	docs(planning): decompose Rust binding row	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-rust-binding-annotation-placement	a6cce57901871097cd6b6e79e251c78547067936	a6cce57901871097cd6b6e79e251c78547067936	docs(rust): govern binding annotation placement	29d34e3ee691fba3f5891941df2a15ed463a2044	unique-replacement	2eefe4903c4e3459e0397208b93facf38cfbffc4	docs(rust): govern binding annotation placement	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-rust-binding-index-closure	6fc432235db23a32f3453ab8edf3cef31b056f4d	6fc432235db23a32f3453ab8edf3cef31b056f4d	docs(rust): close binding build index	6d557d95909882301b2e3e4cc62c175a93b12071	unique-replacement	142f12c55c61932ecfdfc32c8cba41066e8ce681	docs(rust): close binding build index	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-rust-binding-package-placement	b7cb41936dc2bfc3577f5f7ba12b85a84c83aea7	b7cb41936dc2bfc3577f5f7ba12b85a84c83aea7	docs(rust): govern binding artifact selection	ec0e88db6613d34f16e7584c197793c06fde6c06	unique-replacement	65a935187deda962ca2808ac8ad2cd5d125385fc	docs(rust): govern binding artifact selection	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-rust-binding-workspace	e254b9063b3704871ba222c589286cd041a7e5f5	e254b9063b3704871ba222c589286cd041a7e5f5	docs(rust): govern binding workspace evidence	69451b154e546fd00e1a3af9cdf8500d580dada6	unique-replacement	33d7dbf9590e369358f5a112aa2d2ba4aca18de3	docs(rust): govern binding workspace evidence	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-rust-concurrency-index	f6d2fb8f2f88d726122d29ffb809dbe4f8e505f7	f6d2fb8f2f88d726122d29ffb809dbe4f8e505f7	docs(concurrency): close Rust routing index	e6574978f45b47b0165426c01bb5c8c7b61e25c2	unique-replacement	20310f9ecffc220b6a9626115851355d9d62f0fb	docs(concurrency): close Rust routing index	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-rust-contract-discovery	0c34e18c9e985fffe7fc1ac80385ea0729f4f02e	0c34e18c9e985fffe7fc1ac80385ea0729f4f02e	docs(rust): adapt contract-selected discovery	77b2d30367052914e7780795cf01d389e2901bff	unique-replacement	8834bfa1c698a91381da2b3bdbf52c5f3c1c6da5	docs(rust): adapt contract-selected discovery	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-rust-core-adapter-testability	9f0a2622bad2e8c76ad7935e8b3c6b4ce471a7eb	9f0a2622bad2e8c76ad7935e8b3c6b4ce471a7eb	docs(rust): require core and adapter evidence	575c0504699fc97036c50804294b058aaae903e6	unique-replacement	a3bb5288d6330e076660a2a18a97b06056e22426	docs(rust): require core and adapter evidence	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-rust-security-0826	7e2c204e62eb46cc7c14f58529a6aeca54e586ea	7e2c204e62eb46cc7c14f58529a6aeca54e586ea	docs(security): govern Rust panic boundaries	e5f0bd46b466d4c85d8f0d4b99fbd72dcf1d3fa5	unique-replacement	713087874ec5775bf1bc7fd1865a75f922016d6d	docs(security): govern Rust panic boundaries	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-testing-acceptance-path	070141a534ac18eb10b073ff20394add5d577d14	070141a534ac18eb10b073ff20394add5d577d14	docs(verification): define acceptance paths	b23e28e040989b220f586f842d8f20200a197fc6	unique-replacement	cc131e4379492d2d7c5b3a04893763bd0d96a93a	docs(verification): define acceptance paths	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-testing-async-evidence	7929590ab73650031521d7b5b07106976ecc6266	7929590ab73650031521d7b5b07106976ecc6266	docs(verification): govern async evidence	74b8d8a92530c5a62ad19aca6bb74063a7589274	unique-replacement	2515ef30ec2db4a5d20c93ce5c69667d16dc5f1e	docs(verification): govern async evidence	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-testing-concurrency	c49e6fbac00f2c22c2dd679dbd770f8e657d48a6	c49e6fbac00f2c22c2dd679dbd770f8e657d48a6	docs(concurrency): govern verification resources	3ab5edc729ffb7a78da6158f5fb7b689f2c0d675	unique-replacement	8e2a59e202c9ca49a9288fc218977c7acae59312	docs(concurrency): govern verification resources	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-testing-contract-artifacts	22111bb0b74781bc26b18df7393cbb8250a9e3cc	22111bb0b74781bc26b18df7393cbb8250a9e3cc	docs(contracts): govern persisted artifacts	1f72627b6d6c727a8aaf7d4c63324616a277cc69	unique-replacement	04a3961be45c5952425756f2ffb4c7e9f32e2731	docs(contracts): govern persisted artifacts	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-testing-coverage-docs	7f560a3bca9112ce386460f34b583fe11b3d2bf4	7f560a3bca9112ce386460f34b583fe11b3d2bf4	docs(verification): govern coverage evidence	7fe34e9aaaef96883dcfeefc22f0c312c4b46fe0	unique-replacement	c419dfe8fc6a7f9ea3a845c3d4d1710a707565a5	docs(verification): govern coverage evidence	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-testing-data-lifecycle	67e2d104bb992a159bdbfd6ba29a011af39a3cc0	67e2d104bb992a159bdbfd6ba29a011af39a3cc0	docs(verification): govern test data lifecycle	f67c1c542648fe706323367add44cc7f2e81acd4	unique-replacement	848f999d3c1fe42e4dc2f5a58f22a377e33c5eb6	docs(verification): govern test data lifecycle	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-testing-focused-design	dd75523d297bf10735375fe4f38c1700b2a1896f	dd75523d297bf10735375fe4f38c1700b2a1896f	docs(verification): govern focused test design	284596aa19f4e6c05ae4aec8bca1b9ebbc38f7e4	unique-replacement	b53c3ff0e4f6bab877e9d4556273722f38233d26	docs(verification): govern focused test design	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-testing-frontend	e8f858cbe754362f1b832dbbf885475ae5e0ff3b	e8f858cbe754362f1b832dbbf885475ae5e0ff3b	docs(frontend): require claim-selected evidence	9ed31fe2f8a7213be7cc59f30dbf23be4da4587a	unique-replacement	a7c6301e7872f68334efcd2e19d2ba714465d42e	docs(frontend): require claim-selected evidence	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-testing-gates-diagnosis	5a25d7c797d4931b58f5750c46caa69b77927d68	5a25d7c797d4931b58f5750c46caa69b77927d68	docs(verification): govern diagnostic gates	13a5bd2a653c66d56f2415728a14463a7d275409	unique-replacement	e66dd66a457d5e9545ad03a00c19cf324df47679	docs(verification): govern diagnostic gates	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-testing-language-bindings	417edea9081c9be3afcdcef00c5c5f2a76130aad	417edea9081c9be3afcdcef00c5c5f2a76130aad	docs(bindings): require evidence cohorts	46f6584bca79831931beb0c8b9befb53a7a44044	unique-replacement	be12949ef17ce9a7fffbbfe9a6e7db2aa71905b4	docs(bindings): require evidence cohorts	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-testing-organization	407a2bd92dde1c3ff2097515ea357a6c4414c300	407a2bd92dde1c3ff2097515ea357a6c4414c300	docs(verification): govern test organization	a3499cd76c7f16b1aa71adb40475c4c01a17b8a5	unique-replacement	eea6d8b42e649be7edede43ecaa7527cacbfac52	docs(verification): govern test organization	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-testing-performance	875581352a94f93a8ae904c375bc7bcaa5f8e049	875581352a94f93a8ae904c375bc7bcaa5f8e049	docs(performance): govern test evidence	917e722ee21ba0e58a8d74b69a02a6014b2de90c	unique-replacement	f3b0b5180f9ae5a72dd15969fb95a6d8ec384948	docs(performance): govern test evidence	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-testing-resilience	bc7b59d74fec1e191e230268e2f00a344da183e7	bc7b59d74fec1e191e230268e2f00a344da183e7	docs(resilience): require replay evidence	354bc95845aa1db45bada5e091844d75018b95a5	unique-replacement	b6c71841d46e7984e415d6a8105de4a5b00d8992	docs(resilience): require replay evidence	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-testing-source-closure	547243590e9fe2a9e0d9037f5830b0f392a9274b	547243590e9fe2a9e0d9037f5830b0f392a9274b	docs(verification): close testing source	3bb505e299dbacddae5b84c22ddf005fcfde7b82	unique-replacement	ead0146a25c13eb7c779e4e187e7c12621b056fb	docs(verification): close testing source	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-testing-verification-decomposition	d6c4b629dac74576aba7ddd1360730d6343863cb	d6c4b629dac74576aba7ddd1360730d6343863cb	docs(verification): decompose testing remainder	2cbaa1834cdd5ec131778292d533cb1a22eb750f	unique-replacement	a8396b4ff99ca3595ecef37d659791826463d7f6	docs(verification): decompose testing remainder	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-tooling-commit-route	5a08d07df0920c5112c06eb89726203c3288798f	5a08d07df0920c5112c06eb89726203c3288798f	docs(commit): govern hook bypass authority	d1f037ec1918d109ee7c469939a2db7c53b0fcd6	unique-replacement	2dbe687240a5302e1c2db1291d36d4d8f8e137ab	docs(commit): govern hook bypass authority	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-tooling-decomposition	4d72a992c013469f1593d17356a1c18453d96673	4d72a992c013469f1593d17356a1c18453d96673	docs(tooling): decompose canonical migration	1e21ec449d91805f89d59934eac17e8916c42265	unique-replacement	64849f7ce819104800e2dd2bddb92060da0f2dcd	docs(tooling): decompose canonical migration	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-tooling-editor-policy	e429a82fe09931123dc74d06435aa9391711d044	e429a82fe09931123dc74d06435aa9391711d044	docs(tooling): govern editor configuration selection	3f07135701aac368b24f537a86317d535f20fe9a	unique-replacement	a74aa6c62fa47be2619b29ae086dbdd99a2d409c	docs(tooling): govern editor configuration selection	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-tooling-editor-recipes	7bad8d37206e72d597a8c9ecaab0bd6ba753c718	7bad8d37206e72d597a8c9ecaab0bd6ba753c718	docs(tooling): extract EditorConfig recipes	b20fddacec23964d01a3b4bcc9e9ac63414ae9c4	unique-replacement	34571db4fb177b00b0d2311483899ef9b0faa513	docs(tooling): extract EditorConfig recipes	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-tooling-lint-policy	fd0af626a19c8b26919b4656d737741288135c44	fd0af626a19c8b26919b4656d737741288135c44	docs(tooling): govern lint policy selection	83a954d508f200aeb3469568a4b40aa53be7cc89	unique-replacement	69d6fee83698e02da69161263ac758014a87877a	docs(tooling): govern lint policy selection	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-tooling-lint-recipes	b847cd8598f3eb78f2aaf45a540cb8364c965b83	b847cd8598f3eb78f2aaf45a540cb8364c965b83	docs(tooling): extract linter taxonomy examples	98fa8f5233ae77260f43f93e2e1eedee00ac9318	unique-replacement	2b246ea70fc2362a466583459290b3b5264e7415	docs(tooling): extract linter taxonomy examples	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-tooling-owner	d850a145ec5628be65324192b9379049eefd375d	d850a145ec5628be65324192b9379049eefd375d	docs(tooling): establish orchestration authority	5210197fdbead3ed5cd13bdb71bf9bfba2707f9f	unique-replacement	5e86ccc44095e5affcf1eec5b2122ca1869f5c6c	docs(tooling): establish orchestration authority	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-tooling-owner-audit	2e186b174e5f1051ab7c99581f53451e9a2e89ef	2e186b174e5f1051ab7c99581f53451e9a2e89ef	docs(tooling): validate canonical ownership	20ee86202bdd45a71cfea1aba162bef5ee0bcf6d	unique-replacement	04a84b7436bd5d68e1307687c43154f35fde3766	docs(tooling): validate canonical ownership	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-tooling-recipes	7cb221644b34be34a5207d319c93eee9ede9d245	7cb221644b34be34a5207d319c93eee9ede9d245	docs(tooling): extract non-normative hook recipes	91e764b39f399a9cabe971da853f02b07717f195	unique-replacement	dc50396c5b3d5fc806f13f5f23ed7ad91ecef6cf	docs(tooling): extract non-normative hook recipes	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-tooling-typescript-replan	4c0b55b815a58ea6db92e7eccdba91be8be0199d	4c0b55b815a58ea6db92e7eccdba91be8be0199d	docs(plan): split TypeScript policy from tooling recipes	6bbea3979330e326ca7b8c8579429e85a9941809	unique-replacement	bc03e7dedc0b04b6a3be4847fc27738f1f509a8d	docs(plan): split TypeScript policy from tooling recipes	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-typescript-async-owner	0abe1a52d38e5f6de501ebca77e534db15160e8c	0abe1a52d38e5f6de501ebca77e534db15160e8c	docs(typescript): establish async specialization owner	df2f3d55c05e53f051940721fcca7ba4887d169a	unique-replacement	530ee6643352701df7d45815b94db78752b014af	docs(typescript): establish async specialization owner	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-typescript-async-population	37f6d66d87ae5a93735050189931b9b978e1428f	37f6d66d87ae5a93735050189931b9b978e1428f	docs(typescript): migrate stale-result policy	da0d0ad03c7e4ce1181b53534c5463301a1fe792	unique-replacement	a8b27f511276174a3603c2f714b3c020336e4161	docs(typescript): migrate stale-result policy	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-typescript-owner	e5adb4e4d8ec8a230c2a88a0d956c96d6abf5d5a	e5adb4e4d8ec8a230c2a88a0d956c96d6abf5d5a	docs(typescript): establish general language owner	a8d76e5fc9bbbfd262d9c946491f6dfb8e40b812	unique-replacement	27bfff85b0bea665b710c8cdd932205ec3442ad7	docs(typescript): establish general language owner	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-typescript-tooling-split	228079006d13e7ecf03f5a59910bb0cbe9b5c47c	228079006d13e7ecf03f5a59910bb0cbe9b5c47c	docs(typescript): split static policy from tooling recipes	89c5e44e31e67845aa29b927339cfa88f4198030	unique-replacement	96cfd34d80f4209959835a4b61c63d3f6d6f2a2d	docs(typescript): split static policy from tooling recipes	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-verification-consolidation	7782540f339cd821604a45fb17f3c3134b513d8a	7782540f339cd821604a45fb17f3c3134b513d8a	docs(verification): decompose legacy testing migration	8bb23bb6dca8e469d28d485c02876bea020d25d0	unique-replacement	a3fd3226c413dd30f733091d8e485a2d84ddcf28	docs(verification): decompose legacy testing migration	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/m7-verification-gate-meaning	9961bae4b81b1908c6a74eba30288a189ac3c867	9961bae4b81b1908c6a74eba30288a189ac3c867	docs(verification): govern quality-gate evidence	579949e9564c3708d3d88b4da2238dd7c0319696	unique-replacement	07139fff05a42d4a6409a9bf9a6c078a0af44c4d	docs(verification): govern quality-gate evidence	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/policy-impact-foundation	bda52eda6e393abb80d5da5d98d6437cdb6a5f99	bda52eda6e393abb80d5da5d98d6437cdb6a5f99	feat(standards): add policy impact foundation	79873a37d4894d1d663b48a2db3bbbcd51dfb35a	unique-replacement	5222c1d7cd6d623854114af26f612b4606a8369c	feat(standards): add policy impact foundation	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/policy-impact-owner-closure	89bd3159e3cbbdd6b346eb8d9420dac4840a2f77	89bd3159e3cbbdd6b346eb8d9420dac4840a2f77	fix(standards): close audited policy suite impact	4ba6be604af4845daf192a0bff83d73bed1fc1ef	unique-replacement	7ae51ba996827cbf35cb6a5d73476b9eeb724437	fix(standards): close audited policy suite impact	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/ve055-option4	4e625262eda0f13c3e0bf40ebc2524bae2737f0d	4e625262eda0f13c3e0bf40ebc2524bae2737f0d	docs(verification): select parent-owned row preflight	c598d3936c5d72b7bc44d7e6524bf01b646c314d	unique-replacement	b6c6791fe57e0a25640ea111f2b3aab18309529e	docs(verification): select parent-owned row preflight	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/ve055-probes	06b128d90119eba63481d7593bbed4986e32a7e1	06b128d90119eba63481d7593bbed4986e32a7e1	docs(verification): classify parent-owned row packages	7a337c1683d789a05045ec63f9579e64e475b092	unique-replacement	bb65f3191034c03a7c784680d06b8892e2608081	docs(verification): classify parent-owned row packages	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/ve056-s-preflight	3669e005d0b6d1a18abfd72887603609eef1490a	3669e005d0b6d1a18abfd72887603609eef1490a	docs(verification): record path-state capability trigger	add16f3c8a3170234d741667e575432e4c1d335e	unique-replacement	c8d91f089ab67c50382ff9e3d17bd4c1c7e53e00	docs(verification): record path-state capability trigger	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/ve057-select	ebd35c0a35f0d7e2b905636cb781bd1cb10d012f	ebd35c0a35f0d7e2b905636cb781bd1cb10d012f	docs(verification): select unified path-state contract	8b484edd4791e9b83add26da78f9213f5dd43d2d	unique-replacement	454d80461fa937d969e03b506349bfef5d73c2ec	docs(verification): select unified path-state contract	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/ve05758-impl	afee12f3647e9febdeef3f2459e7a99289d75c14	afee12f3647e9febdeef3f2459e7a99289d75c14	feat(verification): unify filesystem path state	a46d4a8d09eb59e68e76341dfeb4739acb399d51	unique-replacement	009b2ada62b8bbb15dc730993ee30927dc0cc16d	feat(verification): unify filesystem path state	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/ve058-containment-replan	5e85970f5933e7a80be7e194307260c4724d8056	5e85970f5933e7a80be7e194307260c4724d8056	docs(verification): record containment helper trigger	a304b4f9bc2c1a27cdffb934b006fec84fbe762e	unique-replacement	24b8f681bf9046b365fd73035dc13efbdf1b0d1d	docs(verification): record containment helper trigger	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/ve058-select	b21986c68ffcefb2acbb66b7fca1efe04b63de5d	b21986c68ffcefb2acbb66b7fca1efe04b63de5d	docs(verification): select shared containment resolver	8b7c6899b65323ae7560b391567227da25284b58	unique-replacement	53049540d432d4a36ca70ac9276df34a0c5e2195	docs(verification): select shared containment resolver	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/work-proportionality-impact-recovery	c6576b8442e8c6d8ee20b746b0eda7282d776a4e	c6576b8442e8c6d8ee20b746b0eda7282d776a4e	docs(planning): admit policy impact recovery\n\nRecord the clean accepted M6-I16 base and freeze verifier-package migration before M6-I17. Define two ordered milestones: first accept a permanent bounded semantic consumer/impact relation and reverse query, then use it to correct coherent work slicing and the residual unconditional concurrent-plan consumer.\n\nProject the recovery as the sole current dependency in the parent and verification-engine plans without adding execution history to either active plan. Keep detailed admission evidence and findings in the recovery ledger and issue register.\n\nAll three affected plan structure checks, planning-admission, planning-consolidation, plan-template-projection, staged scope, and diff integrity pass.	5b20c0f7a0b19d176f1e0fd7e0f614bebcaa051e	unique-replacement	38ffe9b312e19e1e4b552436b43e6ea58180e0e2	docs(planning): admit policy impact recovery	accepted-subject-prefix	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
codex/work-slice-proportionality	a49cbdae89153684c0d29b7b63960aa8881edb55	a49cbdae89153684c0d29b7b63960aa8881edb55	fix(standards): make planning work proportional	5a1edf2b7b11e9ad6e7f47b35f2d2ad65f1eaf4d	unique-replacement	6eeec89a3167bb84445d42d6a380c68f8a0382aa	fix(standards): make planning work proportional	exact	reconstructed-replacement-lineage	accepted-main-unique-patch-and-semantic-subject	1	1
