oid	historical_paths	pre_prune_reachability	historical_patch_state	historical_unique_commit_count	confirmed_unique	protection	recovery_ref	verification
bd498dd97dbf8dd30d124cc236d168242c323062	/tmp/cs-m6-t8	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/bd498dd9	verified
bfb9713fa596bf3c964cc90df3c04ba5f1d3d286	/tmp/cs-verifier-all-bash	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/bfb9713f	verified
c2e30c9a2334f57523f286b6e747732c63838014	/tmp/cs-p1b-concurrency	registration-only	unique	1	yes	recovery-ref	refs/recovery/historical-worktrees/c2e30c9a	verified
c351b9d5808c1806165beb434e6a787c7141fc04	/tmp/cs-7.4b8g	recorded-ref	not-needed	0	no	recovery-ref	refs/recovery/historical-worktrees/c351b9d5	verified
c5854ad816ac84856c2905ea9613f487cadce122	/tmp/cs-7.4b8a	recorded-ref	not-needed	0	no	recovery-ref	refs/recovery/historical-worktrees/c5854ad8	verified
c5d7dc9cabe3045fa90c5e43de8880f9429e1eb7	/tmp/cs-m6-e1-replan	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/c5d7dc9c	verified
c6cb34ef375f3701a5058bf18e595090267db359	/tmp/cs-7.4b8e	recorded-ref	not-needed	0	no	recovery-ref	refs/recovery/historical-worktrees/c6cb34ef	verified
c6e947df7e3ace565b2df78865ed32360ca2e087	/tmp/cs-verifier-tooling-impl	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/c6e947df	verified
c7175ad6bf7a46506534299dc1d9ec99fcac7cee	/tmp/cs-verification-engine	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/c7175ad6	verified
c7ccd79490b9301cde31e073dec1bf5ea70179ed	/tmp/cs-ve083	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/c7ccd794	verified
c7f5f65ec68288c23d2e716d2f5c68464e2b3760	/tmp/cs-m6-v-w1-impl	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/c7f5f65e	verified
c89c03234af24c66cd6131341385adf2d4c5c1c4	/tmp/cs-m6-t4	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/c89c0323	verified
c9596855e205be822f1e0b6dadd574d703dc8042	/tmp/cs-m6-t11-admit-v2	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/c9596855	verified
c9e0c3280a8c8d34cdd699d7371f6bf2e41b9cbf	/tmp/cs-security-hs2c	registration-only	unique	1	yes	recovery-ref	refs/recovery/historical-worktrees/c9e0c328	verified
ca042fb99b7d9342d3b158c8da417303a8a0cb63	/tmp/cs-7.4b7k	recorded-ref	not-needed	0	no	recovery-ref	refs/recovery/historical-worktrees/ca042fb9	verified
ca4fff418fcf46421053dce4de25f15970ee5dd4	/tmp/cs-m6-t6	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/ca4fff41	verified
cae918eb7627bd45ffc771faefbadffee79afe3d	/tmp/cs-m6-t1	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/cae918eb	verified
cb093d7f56b08387640db5f9df69ebf6867a13ea	/tmp/cs-i10-preflight	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/cb093d7f	verified
cc5739b63a5efcd009d4a0baa706992ed8bb6026	/tmp/cs-m6-q4-scope-recovery	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/cc5739b6	verified
cc8502947e4f7b0243a42fa7b5f9e9feb4985bae	/tmp/cs-m6-t13-probe	recorded-ref	not-needed	0	no	recovery-ref	refs/recovery/historical-worktrees/cc850294	verified
cde186762505a7538ecc9484eca7005d41f33929	/tmp/cs-7.4b7a	recorded-ref	not-needed	0	no	recovery-ref	refs/recovery/historical-worktrees/cde18676	verified
ce03749f5e8680ce4b1e62bd913391093d159dd7	/tmp/cs-verifier-shared-contracts	registration-only	patch-equivalent	6	no	recovery-ref	refs/recovery/historical-worktrees/ce03749f	verified
cfabcda15709b3aa72160ef6fc8202903a44ec28	/tmp/cs-7.4c3-documentation-index;/tmp/cs-7.4c3-source-checker-replan	recorded-ref	not-needed	0	no	recovery-ref	refs/recovery/historical-worktrees/cfabcda1	verified
cfd3a802f8808286e2128009c9030ca963d29d8f	/tmp/cs-7.4c3-documentation-final	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/cfd3a802	verified
d094f617bfca9c835fcac18e6cb89a968d17ffe9	/tmp/cs-m6i14-impl	registration-only	patch-equivalent	2	no	recovery-ref	refs/recovery/historical-worktrees/d094f617	verified
d2716b4c9a0957a458a51f73769d9e047b757a43	/tmp/cs-m6i7-plan	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/d2716b4c	verified
d32134152277704c3fd5a63a38bd842b7fa94f97	/tmp/cs-7.4c3-commit-index	recorded-ref	not-needed	0	no	recovery-ref	refs/recovery/historical-worktrees/d3213415	verified
d43c2dc840eaa55908f0723f0b472db4751945db	/tmp/cs-m6-q2-admission-v2	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/d43c2dc8	verified
d5900d5a57eafd056c19607143824aae57cba9c6	/tmp/cs-m6-q4-proposal	registration-only	unique	1	yes	recovery-ref	refs/recovery/historical-worktrees/d5900d5a	verified
d639f21159ad97fe1c4a94c0c44ddc1a189d0253	/tmp/coding-standards-generated-repair	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/d639f211	verified
d7d9c4c6a338c7ed88dcf204187aaed5d3b3982c	/tmp/cs-7.4c3r	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/d7d9c4c6	verified
d8c80f3eeaa3f7a3ab3c36e25d51855132bb65c8	/tmp/cs-ve078-e1	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/d8c80f3e	verified
d8fca160ed859c0a0e9ac7c840c45e8755f3e0d3	/tmp/cs-7.4c3-documentation-checker	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/d8fca160	verified
db5c9c1e018952d6ab3a3920c1dbd278e3ce7b0a	/tmp/cs-7.4b7f	recorded-ref	not-needed	0	no	recovery-ref	refs/recovery/historical-worktrees/db5c9c1e	verified
ddb2e2dac0d92377c92ecb9d8753dd5c08bcf7a1	/tmp/cs-verifier-verification-impl	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/ddb2e2da	verified
ddd6aabec98e691a0f06276c13d89f4353206995	/tmp/cs-7.4b8b	recorded-ref	not-needed	0	no	recovery-ref	refs/recovery/historical-worktrees/ddd6aabe	verified
de1f73493410ec3044863cf16670e0e9ed67bb58	/tmp/cs-ve078-plan	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/de1f7349	verified
de8184b6ab2aeccb516b050e34658f13b780e2e6	/tmp/cs-post-p1-plan	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/de8184b6	verified
ded5c2248736043d818a5bb67da086399a3bb7f4	/tmp/cs-7.4b7g-corrected	recorded-ref	not-needed	0	no	recovery-ref	refs/recovery/historical-worktrees/ded5c224	verified
e173989c9cfcdfbc293f7d7389fcef436b9a126a	/tmp/cs-m6-q2-proposal	registration-only	unique	1	yes	recovery-ref	refs/recovery/historical-worktrees/e173989c	verified
e6b3ab9a288b70dec04fdd9d4c8497b74975d8f9	/tmp/cs-7.4b6	recorded-ref	not-needed	0	no	recovery-ref	refs/recovery/historical-worktrees/e6b3ab9a	verified
e8769e174c9185eaf55c8b57b5b63dfd6ab9fea9	/tmp/coding-standards-ppr-c2-history	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/e8769e17	verified
e8c536743d59e3aac93b15875ed2196b7c4367b5	/tmp/cs-verifier-tooling-reference-impl	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/e8c53674	verified
ea6bcfadaaa97bfcba96b859069afe0fd42fe592	/tmp/cs-ve072-plan	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/ea6bcfad	verified
f06663e3449436bbda3e17c07250db8634b6ba64	/tmp/cs-m6-t7-impl	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/f06663e3	verified
f122d6e9fb64b9dcd4c5c89c5f422ebbcec7f413	/tmp/cs-m6-i2-probe	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/f122d6e9	verified
f1a310d96306f8d72ea1b1ed5e5fed04fa78d666	/tmp/cs-m6-q3-scope-recovery	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/f1a310d9	verified
f1a7a6901d1198f307ae07934d1420bef8aac335	/tmp/cs-7.4b5f	recorded-ref	not-needed	0	no	recovery-ref	refs/recovery/historical-worktrees/f1a7a690	verified
f2c3de58b98d7b3e7018cf9d200fe8b988fda721	/tmp/cs-7.4c3-1	recorded-ref	not-needed	0	no	recovery-ref	refs/recovery/historical-worktrees/f2c3de58	verified
f4975175800a630e12e774e8b2f72f489a8c7e69	/tmp/cs-7.4b7f1;/tmp/cs-7.4b7g	recorded-ref	not-needed	0	no	recovery-ref	refs/recovery/historical-worktrees/f4975175	verified
f7acddf60cd39c3d2e36477b13e5d0c5d73a4d9b	/tmp/cs-i11-discovery	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/f7acddf6	verified
f7e67ec521b6977bfa90c15f2fefd585c41b753f	/tmp/cs-recovery-m5	registration-only	patch-equivalent	2	no	recovery-ref	refs/recovery/historical-worktrees/f7e67ec5	verified
f8286140be1f5af723368c010b022c513908c8bf	/tmp/cs-m6-v-w1	recorded-ref	not-needed	0	no	recovery-ref	refs/recovery/historical-worktrees/f8286140	verified
f940262f9b6530bc2c2448de325c00ecc054736b	/tmp/cs-commit-preflight	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/f940262f	verified
faa267460340fb1c7affeb417bad6a579afd5659	/tmp/cs-verifier-release-freeze	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/faa26746	verified
fae932437bdee87a70892d9cb834dd2aeb46c4fd	/tmp/cs-7.4b7b	recorded-ref	not-needed	0	no	recovery-ref	refs/recovery/historical-worktrees/fae93243	verified
fbb632347016d9edcccad1048e53480e712be72c	/tmp/cs-m6-t10-impl	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/fbb63234	verified
fc6b1a34d69523aed164a4e01d575c8f64e98d13	/tmp/cs-m2p5	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/fc6b1a34	verified
ffc01c8a47d73a967f1b89edaf3addc5f2b6e471	/tmp/cs-m6-t5-impl	registration-only	patch-equivalent	1	no	recovery-ref	refs/recovery/historical-worktrees/ffc01c8a	verified
